LATITUDE,LONGITUDE
40.73398,-73.99095
40.89687,-73.87645
40.83632,-73.87226
40.630444,-74.106995
40.692112,-73.77729
40.843822,-73.916565
40.59011,-73.97422
40.680195,-73.9555
40.82733,-73.8498
40.808163,-73.92653
40.746098,-73.866425
40.738544,-73.984566
40.779728,-73.90631
40.816532,-73.92822
40.588223,-73.97168
40.69078,-73.72728
40.777096,-73.76768
40.66093,-73.92128
40.63394,-73.979774
40.848396,-73.90605
40.64391,-73.94883
40.676342,-73.910934
40.76649,-73.95696
40.765324,-73.816185
40.739674,-73.934586
40.742657,-73.846214
40.730934,-73.873825
40.848118,-73.93089
40.83846,-73.90175
40.708042,-73.95816
40.69215,-73.80247
40.82261,-73.88711
40.757393,-73.9803
40.850643,-73.93737
40.741135,-73.8986
40.83394,-73.9087
40.73978,-73.97952
40.857758,-73.90095
40.842068,-73.8975
40.733727,-74.00281
40.877796,-73.86806
40.59981,-74.00857
40.664192,-73.841125
40.69051,-73.90782
40.83542,-73.8385
40.842773,-73.922806
40.76917,-73.96525
40.671566,-73.78466
40.667084,-73.77524
40.680542,-73.99466
40.681503,-73.904106
40.62631,-74.15846
40.706966,-73.75283
40.73257,-73.95202
40.728516,-73.88428
40.725918,-73.89535
40.58794,-73.97429
40.725143,-73.753365
40.883945,-73.82878
40.65605,-73.92361
40.76248,-73.90732
40.84543,-73.91399
40.741734,-73.7283
40.69112,-73.953575
40.58025,-74.15758
40.823257,-73.84902
40.823257,-73.84902
40.654472,-73.945145
40.81616,-73.8944
40.70983,-74.01468
40.595375,-74.06971
40.803947,-73.928
40.710533,-73.95514
40.77981,-73.95035
40.718395,-73.826385
40.68086,-73.95441
40.698765,-73.82454
40.66706,-73.99526
40.663227,-73.93159
40.749447,-73.98173
40.715176,-73.951965
40.838707,-73.90989
40.737377,-73.9813
40.582756,-74.13041
40.762737,-73.86942
40.735817,-73.86541
40.841877,-73.91796
40.7092,-73.9919
40.740875,-73.89962
40.720936,-73.993805
40.738117,-73.7973
40.88451,-73.91237
40.57944,-73.979614
40.757423,-73.92247
40.72162,-73.77672
40.650597,-73.97209
40.69137,-73.77997
40.749172,-73.967026
40.737682,-73.85206
40.7441,-73.989716
40.71418,-73.96248
40.763668,-73.82303
40.84353,-73.89401
40.867474,-73.89741
40.62495,-73.93933
40.63321,-74.00118
40.730064,-73.94743
40.78166,-73.83523
40.67538,-73.9082
40.80988,-73.90308
40.641895,-73.93324
40.86226,-73.89589
40.64884,-73.964584
40.578224,-74.10207
40.713818,-73.79176
40.72143,-73.892746
40.818058,-73.90501
40.87788,-73.8448
40.815975,-73.94322
40.84257,-73.94211
40.863815,-73.923386
40.74721,-73.794685
40.60923,-73.940834
40.746346,-73.87239
40.674778,-73.765625
40.65616,-73.76736
40.65971,-73.76364
40.768726,-73.760414
40.70313,-73.816795
40.84107,-73.93605
40.50483,-74.241646
40.787224,-73.95417
40.85569,-73.881035
40.82615,-73.87766
40.807,-73.88343
40.747387,-73.88963
40.652386,-74.002754
40.81924,-73.90456
40.65119,-73.94961
40.761093,-73.98327
40.70166,-73.961464
40.709183,-73.956825
40.824707,-73.91552
40.661724,-74.0001
40.76376,-73.82894
40.604313,-74.05208
40.58918,-74.098946
40.882767,-73.88864
40.717186,-74.0129
40.764626,-73.99555
40.788994,-73.94656
40.77583,-73.91026
40.69968,-73.79864
40.595932,-73.75963
40.753082,-73.72459
40.73783,-73.9357
40.734314,-73.93803
40.67093,-73.75988
40.784355,-73.98117
40.762707,-73.98322
40.79985,-73.91147
40.629734,-73.940544
40.798534,-73.923035
40.86243,-73.89774
40.687492,-73.90762
40.727715,-73.99118
40.726437,-74.00566
40.763573,-73.92189
40.755222,-73.96135
40.637745,-74.13356
40.634617,-74.02353
40.833813,-73.86275
40.691936,-73.85604
40.68405,-73.97746
40.817875,-73.89333
40.839478,-73.883896
40.650948,-73.94668
40.66931,-73.97957
40.719902,-74.00261
40.726357,-74.00987
40.570877,-74.16984
40.77622,-73.97596
40.731182,-73.871605
40.815845,-73.89544
40.818226,-73.916794
40.881252,-73.88429
40.68993,-73.98148
40.720436,-74.00671
40.716682,-73.80806
40.828922,-73.9504
40.761684,-73.760315
40.728474,-73.882614
40.589733,-74.07806
40.736736,-73.995346
40.85198,-73.91018
40.828293,-73.861725
40.68138,-73.95352
40.675552,-73.97618
40.78416,-73.80507
40.739174,-73.76362
40.765743,-73.89239
40.72227,-73.88802
40.55695,-74.138855
40.75054,-73.896545
40.853786,-73.825676
40.68115,-74.00458
40.797188,-73.97181
40.75065,-73.87582
40.64507,-73.95803
40.709633,-73.767815
40.68714,-73.80801
40.729176,-73.87898
40.783245,-73.94473
40.858868,-73.86952
40.63063,-74.00923
40.835873,-73.8699
40.74775,-73.98086
40.780464,-73.94404
40.771305,-73.87664
40.71618,-74.00256
40.677845,-73.95282
40.875145,-73.91216
40.821445,-73.950386
40.607445,-73.99531
40.62202,-74.005646
40.88845,-73.841965
40.709805,-74.009995
40.756653,-73.98635
40.616486,-73.951706
40.837894,-73.88138
40.62202,-74.005646
40.829586,-73.93211
40.682465,-73.96877
40.72145,-73.98005
40.72218,-74.00066
40.722343,-73.77717
40.76113,-73.85851
40.86804,-73.879105
40.684166,-73.92931
40.830105,-73.8988
40.821415,-73.88933
40.900135,-73.858635
40.625824,-73.92762
40.73996,-73.79388
40.85119,-73.84434
40.748825,-73.98553
40.823883,-73.91286
40.742813,-73.98865
40.83589,-73.928696
40.860764,-73.87195
40.59412,-74.15801
40.746838,-73.98669
40.797943,-73.94003
40.72587,-73.76129
40.863632,-73.87168
40.8178,-73.89299
40.797943,-73.94003
40.639984,-73.94842
40.70166,-73.961464
40.80829,-73.90453
40.665916,-73.92547
40.733376,-73.86665
40.587418,-73.95936
40.54909,-74.22084
40.82138,-73.86298
40.75776,-73.7834
40.73706,-73.85266
40.733376,-73.86665
40.679348,-73.750336
40.692703,-73.75857
40.84257,-73.94211
40.717804,-73.784904
40.694843,-73.806114
40.724136,-73.992615
40.746403,-73.97973
40.680855,-74.00305
40.844597,-73.90414
40.667915,-73.996414
40.759163,-73.988396
40.699818,-73.920135
40.75179,-73.98472
40.80543,-73.92087
40.686234,-73.82418
40.81207,-73.93603
40.679073,-73.92527
40.738686,-73.99588
40.68838,-73.77655
40.72787,-73.92913
40.699512,-73.81461
40.844975,-73.91877
40.610508,-74.09576
40.597996,-73.94435
40.750965,-73.94027
40.717648,-73.98868
40.73723,-74.000656
40.717503,-73.99604
40.866333,-73.92501
40.699043,-73.93229
40.637524,-74.13983
40.65092,-73.93031
40.734844,-73.98312
40.888233,-73.86022
40.646027,-73.94906
40.734844,-73.98312
40.718983,-73.97559
40.762394,-73.97861
40.616528,-74.09829
40.778606,-73.98163
40.74126,-73.95296
40.651512,-74.00734
40.81488,-73.92886
40.84647,-73.92633
40.736145,-73.92651
40.673767,-73.76381
40.766045,-73.983376
40.878914,-73.87372
40.751858,-73.82637
40.816757,-73.92622
40.823635,-73.93095
40.669476,-73.919975
40.742893,-73.77919
40.828976,-73.87641
40.73169,-73.95379
40.613636,-73.94826
40.622997,-74.16674
40.666256,-73.87696
40.816532,-73.92822
40.582756,-74.13041
40.78294,-73.948044
40.69168,-73.999344
40.743782,-73.97352
40.716583,-73.8802
40.68771,-73.93599
40.732254,-73.99636
40.876976,-73.88966
40.57758,-73.84388
40.75206,-73.77276
40.65174,-73.96525
40.696823,-73.91487
40.829754,-73.87374
40.60032,-73.9429
40.694504,-73.849144
40.654327,-73.9221
40.822834,-73.941925
40.74473,-73.93359
40.756527,-73.994026
40.814903,-73.86241
40.62764,-73.99657
40.66661,-73.876144
40.67641,-74.00104
40.740856,-73.994286
40.75428,-73.89751
40.871376,-73.86334
40.858433,-73.885124
40.71902,-73.94248
40.805637,-73.9344
40.727627,-73.84173
40.824078,-73.94889
40.89523,-73.84551
40.67643,-73.89127
40.729332,-74.00523
40.803425,-73.93309
40.85171,-73.896324
40.75858,-73.82562
40.716194,-73.996086
40.71976,-73.94476
40.878742,-73.87255
40.588924,-74.167625
40.553486,-74.13179
40.593174,-73.94634
40.74462,-73.94859
40.72419,-73.790886
40.846992,-73.86678
40.815327,-73.93576
40.72802,-73.86368
40.894653,-73.882484
40.71406,-73.95292
40.764988,-73.82067
40.706303,-73.79893
40.74163,-73.95306
40.76416,-73.968895
40.62428,-73.96508
40.69585,-73.8049
40.752068,-73.83067
40.677364,-73.90798
40.72706,-73.870636
40.858986,-73.8676
40.85618,-73.88628
40.847847,-73.83599
40.6481,-73.91474
40.78905,-73.92723
40.560394,-74.120056
40.77077,-73.91727
40.67453,-73.86884
40.84168,-73.93934
40.783844,-73.979996
40.608433,-74.15544
40.883354,-73.830574
40.805042,-73.936935
40.766285,-73.98186
40.655518,-74.00644
40.719864,-73.94486
40.86397,-73.84722
40.750816,-73.75502
40.84487,-73.92068
40.714424,-73.914246
40.74954,-73.97744
40.81869,-73.91858
40.857365,-73.84657
40.825863,-73.95118
40.74608,-73.974945
40.707066,-73.9338
40.749157,-73.9727
40.62359,-74.025055
40.75218,-73.85201
40.679173,-73.9207
40.61934,-73.96414
40.709198,-73.991776
40.792362,-73.96418
40.756214,-73.970505
40.676384,-73.89158
40.873524,-73.84449
40.69377,-73.73578
40.817936,-73.92759
40.65378,-74.01564
40.756615,-73.82155
40.71699,-73.82402
40.674664,-73.97025
40.699844,-73.991035
40.67524,-73.924934
40.86536,-73.87043
40.666855,-73.80425
40.68294,-73.775055
40.67868,-73.799706
40.8479,-73.919685
40.682957,-73.99788
40.592083,-74.067955
40.804054,-73.91369
40.605724,-74.06675
40.589157,-74.10285
40.69299,-73.95583
40.58778,-73.95238
40.64703,-74.012
40.854687,-73.890396
40.712986,-74.00869
40.67641,-74.00104
40.58988,-73.9566
40.671417,-73.843025
40.583042,-74.096176
40.828094,-73.81795
40.6059,-73.9568
40.592205,-73.93551
40.813232,-73.90908
40.665268,-73.827705
40.81711,-73.89204
40.83543,-73.92341
40.61432,-74.030975
40.822838,-73.928764
40.666397,-73.73857
40.820137,-73.89029
40.639423,-73.89413
40.700855,-73.9203
40.712,-73.82546
40.7135,-73.75607
40.66526,-73.80201
40.720947,-73.91196
40.595493,-74.08605
40.764107,-73.96682
40.817875,-73.89333
40.63121,-74.16637
40.692844,-73.99311
40.67983,-73.9583
40.794052,-73.970375
40.704422,-73.99491
40.729618,-73.8479
40.62023,-74.01348
40.724136,-73.992615
40.773033,-73.98221
40.697735,-73.82225
40.545506,-74.18358
40.75667,-73.828804
40.67766,-73.80313
40.681988,-73.76634
40.752514,-73.99024
40.737152,-73.814705
40.87979,-73.835434
40.802116,-73.9361
40.708828,-73.81591
40.745235,-73.937706
40.747066,-73.97925
40.73356,-73.88382
40.706554,-73.95832
40.70854,-73.927414
40.572674,-74.10755
40.786983,-73.94367
40.689407,-73.913956
40.815075,-73.91947
40.87831,-73.870155
40.592842,-73.96227
40.684387,-74.00302
40.737785,-73.93496
40.694275,-73.901855
40.74473,-73.93359
40.745792,-73.934166
40.757484,-73.755646
40.714287,-73.91447
40.744644,-73.77041
40.631485,-74.01373
40.7212,-73.75924
40.641846,-74.083244
40.54573,-74.155205
40.725796,-73.986626
40.73675,-73.87767
40.804676,-73.93223
40.62055,-74.16919
40.76311,-73.962524
40.756275,-73.767426
40.720165,-73.79902
40.659668,-73.99518
40.852837,-73.88419
40.66454,-73.82276
40.844006,-73.87732
40.742874,-73.933945
40.723698,-74.00792
40.66661,-73.86115
40.786366,-73.97598
40.696865,-73.743385
40.61106,-73.89714
40.830994,-73.928116
40.753304,-73.912575
40.832222,-73.8574
40.645298,-74.10466
40.885353,-73.86055
40.86951,-73.89175
40.67637,-73.89804
40.634537,-74.003395
40.650505,-74.01172
40.69614,-73.93017
40.790813,-73.950806
40.728558,-73.82853
40.69485,-73.822624
40.711823,-73.762314
40.89989,-73.89553
40.585014,-74.16071
40.65965,-73.773834
40.89989,-73.89553
40.695908,-73.98322
40.55741,-74.12456
40.725006,-73.8792
40.74026,-74.005875
40.68443,-73.99491
40.65263,-74.00618
40.653683,-73.93255
40.77356,-73.979515
40.70041,-73.90368
40.8252,-73.867714
40.817875,-73.89333
40.727127,-73.93716
40.845406,-73.88206
40.67054,-73.820885
40.689915,-73.7779
40.712757,-73.9975
40.792965,-73.95208
40.8047,-73.91243
40.853813,-73.90734
40.834553,-73.90834
40.826485,-73.894875
40.69212,-73.98435
40.61533,-74.03152
40.595715,-73.96508
40.719055,-74.01245
40.8047,-73.91243
40.856014,-73.91213
40.876007,-73.84953
40.764828,-73.86985
40.65925,-73.73475
40.66534,-73.743935
40.6022,-74.06312
40.80411,-73.90581
40.71418,-73.96248
40.843822,-73.91038
40.76002,-73.85927
40.698677,-73.95886
40.79094,-73.947235
40.564972,-74.13331
40.70003,-73.78873
40.705086,-73.774185
40.697414,-73.93133
40.86028,-73.89405
40.664513,-73.9538
40.717014,-73.82971
40.648853,-74.01352
40.58761,-73.95235
40.69773,-73.81409
40.718273,-74.00533
40.622055,-74.07221
40.6022,-74.06312
40.722584,-74.00636
40.6911,-73.98647
40.684643,-73.82236
40.672703,-73.93635
40.67046,-73.88788
40.855785,-73.90558
40.7263,-73.94913
40.713375,-73.92603
40.68642,-73.75115
40.679653,-73.77724
40.72247,-73.987144
40.804886,-73.96248
40.60855,-74.13216
40.84587,-73.911446
40.724586,-73.85157
40.663227,-73.93159
40.642303,-74.01324
40.57508,-73.98991
40.58593,-73.95793
40.68987,-73.988304
40.717014,-73.82971
40.716953,-73.82216
40.734783,-73.998726
40.686226,-73.9124
40.73578,-73.746544
40.869118,-73.90041
40.89466,-73.86137
40.70191,-73.93699
40.637913,-73.926125
40.75511,-73.871895
40.74084,-73.72681
40.738136,-73.79919
40.742485,-73.912834
40.726624,-73.906456
40.759983,-73.964806
40.62149,-74.02622
40.6687,-73.9965
40.6094,-74.09011
40.548603,-74.16616
40.55208,-74.14561
40.610653,-73.95355
40.683407,-73.88073
40.749733,-73.99354
40.89339,-73.857376
40.673065,-73.95586
40.647804,-73.88173
40.73661,-73.81473
40.70309,-73.90126
40.69168,-73.999344
40.81323,-73.9313
40.843597,-73.90587
40.608223,-74.1294
40.631104,-73.9962
40.804226,-73.91301
40.692795,-73.95206
40.754482,-73.8956
40.71388,-73.75404
40.761147,-73.97952
40.57636,-73.96734
40.831993,-73.88572
40.76889,-73.9821
40.783222,-73.84404
40.613663,-74.115135
40.768436,-73.96156
40.719738,-73.957825
40.635506,-73.913284
40.74459,-73.884674
40.88082,-73.90344
40.68747,-73.794785
40.600323,-73.96033
40.651367,-73.95592
40.761234,-73.96389
40.717075,-74.006256
40.69689,-73.95564
40.63674,-73.94035
40.76729,-73.96661
40.81485,-73.884224
40.82017,-73.88702
40.632454,-73.97627
40.615383,-74.01613
40.67649,-73.91347
40.58605,-73.95076
40.763542,-73.9852
40.76993,-73.919426
40.725777,-73.79175
40.700592,-73.85457
40.598312,-73.96119
40.817875,-73.89333
40.878426,-73.85598
40.547836,-74.22037
40.766434,-73.83767
40.85678,-73.933685
40.827812,-73.925934
40.743244,-73.73154
40.576904,-74.16973
40.57279,-73.99597
40.716965,-73.97826
40.722954,-73.99775
40.79829,-73.94083
40.7461,-73.87178
40.835987,-73.87437
40.780464,-73.94404
40.611034,-73.95258
40.69366,-73.85217
40.66777,-73.75235
40.746002,-73.99427
40.728676,-73.98605
40.74608,-73.974945
40.75382,-73.77931
40.556534,-74.12813
40.71814,-73.95525
40.666573,-73.811775
40.602478,-73.96636
40.732002,-74.01025
40.673683,-73.92214
40.740337,-73.93635
40.81175,-73.93144
40.71437,-73.946075
40.60175,-73.950806
40.762527,-73.86944
40.700485,-73.93637
40.753468,-73.91355
40.633995,-73.94778
40.70467,-73.93142
40.60388,-73.7562
40.60388,-73.7562
40.705677,-73.926094
40.729404,-73.99455
40.86697,-73.837326
40.794132,-73.94281
40.68979,-73.90655
40.683002,-73.81955
40.683743,-73.77813
40.712616,-73.96951
40.672886,-73.99922
40.79531,-73.93592
40.652752,-73.88629
40.657066,-73.91696
40.700565,-73.76411
40.754658,-73.9716
40.760956,-73.807686
40.74326,-73.8898
40.737682,-73.85206
40.638973,-74.10481
40.601006,-74.076454
40.675667,-73.86436
40.717274,-73.795006
40.71045,-73.81589
40.75355,-73.98505
40.742973,-73.814316
40.714237,-73.80736
40.62731,-74.00373
40.760536,-73.95836
40.53171,-74.202896
40.67546,-73.73385
40.60886,-73.96216
40.759617,-73.95813
40.68631,-73.97445
40.901062,-73.86157
40.638878,-74.00605
40.82523,-73.94761
40.805058,-73.93904
40.756344,-73.91342
40.607765,-73.98255
40.618805,-73.95289
40.6604,-73.876915
40.687107,-73.94279
40.734276,-73.8477
40.87122,-73.85558
40.759308,-73.9653
40.616783,-73.89716
40.740917,-73.9881
40.676685,-73.84371
40.654797,-73.93943
40.63997,-73.99434
40.687126,-73.993614
40.764107,-73.96682
40.681484,-73.88025
40.74608,-73.974945
40.90225,-73.907845
40.686012,-73.95896
40.624256,-74.02006
40.72498,-73.794235
40.632168,-73.97529
40.615673,-74.16171
40.6224,-73.936646
40.8465,-73.84844
40.586803,-73.95259
40.764503,-73.97551
40.761234,-73.96389
40.574158,-74.11669
40.62573,-73.9564
40.74959,-73.99703
40.720116,-74.01019
40.762905,-73.8763
40.659687,-73.91013
40.82408,-73.8429
40.70472,-73.940285
40.666405,-73.802635
40.69613,-73.987114
40.794052,-73.970375
40.64485,-73.96002
40.738266,-73.79706
40.735653,-73.851006
40.834198,-73.85169
40.705902,-73.89947
40.705273,-73.89825
40.757755,-73.79304
40.711136,-73.96083
40.661606,-73.86634
40.762825,-73.93398
40.634163,-74.00736
40.766556,-73.96294
40.829556,-73.86873
40.632885,-73.94771
40.60057,-74.11339
40.71706,-73.735886
40.636032,-73.95636
40.76944,-73.90357
40.742004,-73.82788
40.718018,-73.99996
40.877445,-73.83338
40.787506,-73.9383
40.85935,-73.90117
40.586685,-73.81486
40.6265,-74.08322
40.614246,-74.15379
40.551956,-74.21202
40.76777,-73.73588
40.664627,-73.95205
40.8602,-73.8956
40.711376,-73.92867
40.72159,-73.73102
40.66517,-73.804054
40.674885,-73.927765
40.53164,-74.22404
40.603977,-74.08424
40.74357,-73.862755
40.696247,-73.76436
40.61118,-74.15261
40.74475,-73.76522
40.84839,-73.89321
40.884747,-73.86392
40.66085,-73.85298
40.690594,-73.95162
40.767914,-73.966156
40.584644,-73.94899
40.78169,-73.94897
40.7672,-73.887825
40.73772,-73.92208
40.66497,-73.92441
40.714405,-73.99023
40.593163,-73.9086
40.751835,-73.82427
40.88548,-73.85838
40.60968,-73.99298
40.699955,-73.98682
40.65723,-73.88431
40.717705,-73.98383
40.70224,-73.81965
40.877796,-73.86806
40.61915,-73.97187
40.744892,-73.77022
40.833916,-73.92702
40.843376,-73.8369
40.683537,-73.965935
40.836098,-73.934875
40.655334,-73.93077
40.844574,-73.868546
40.734337,-74.002396
40.62684,-74.15197
40.66632,-73.83481
40.69001,-73.855354
40.673477,-73.791504
40.585056,-73.928894
40.669285,-73.84532
40.81552,-73.918625
40.76501,-73.8871
40.602646,-74.00746
40.84944,-73.906006
40.67219,-73.92755
40.756992,-73.72966
40.73744,-73.79575
40.69382,-73.72694
40.650265,-73.73739
40.815155,-73.86056
40.636826,-74.011765
40.67008,-73.95431
40.665085,-73.92869
40.740784,-73.815
40.73764,-73.93502
40.850304,-73.85137
40.86832,-73.83317
40.867817,-73.92363
40.771572,-73.81323
40.73337,-73.7946
40.84336,-73.845184
40.764786,-73.96844
40.80661,-73.921
40.786484,-73.97218
40.738544,-73.90293
40.677708,-73.98587
40.859074,-73.86755
40.873672,-73.86131
40.651005,-73.96436
40.612648,-74.09863
40.693863,-73.92598
40.63905,-73.92593
40.83045,-73.8509
40.669052,-73.812645
40.70058,-73.80775
40.834007,-73.82692
40.613472,-74.161385
40.66796,-73.77155
40.71444,-73.83127
40.601536,-73.93535
40.736694,-73.90819
40.737484,-73.74789
40.610172,-74.099365
40.68986,-73.97973
40.81888,-73.916504
40.835335,-73.90464
40.802666,-73.91562
40.615925,-74.078766
40.764107,-73.96682
40.723465,-73.988884
40.73927,-73.99545
40.742523,-73.94924
40.73994,-73.850266
40.721516,-73.78969
40.707706,-73.785675
40.585804,-74.08756
40.614517,-74.11524
40.668495,-73.925606
40.646328,-73.91276
40.8164,-73.89126
40.825764,-73.88784
40.83887,-73.87811
40.767754,-73.83193
40.68534,-73.80431
40.57809,-73.992805
40.71473,-73.94208
40.746902,-73.834694
40.806263,-73.92017
40.690346,-73.9603
40.744465,-73.77179
40.82523,-73.94761
40.825947,-73.88784
40.675755,-73.97143
40.759933,-73.87929
40.610508,-74.09576
40.71244,-73.89403
40.58008,-73.95981
40.656303,-73.93572
40.61785,-73.988075
40.74261,-73.75254
40.67807,-73.94139
40.689274,-73.99913
40.772064,-73.74387
40.652866,-73.7293
40.8278,-73.865425
40.86157,-73.913185
40.848682,-73.939224
40.902233,-73.843666
40.61082,-73.9548
40.6785,-73.743256
40.686028,-73.82506
40.851498,-73.88383
40.68405,-73.97746
40.749054,-73.99576
40.88182,-73.896385
40.73855,-73.98043
40.680267,-73.9747
40.736668,-73.997345
40.843742,-73.83109
40.67918,-73.92736
40.85185,-73.902725
40.756565,-73.99028
40.75507,-73.89002
40.634468,-73.99271
40.746796,-74.00204
40.7185,-73.73531
40.637398,-74.07799
40.666077,-73.995224
40.57863,-74.11543
40.65965,-73.773834
40.836178,-73.884254
40.701923,-73.91217
40.844204,-73.89742
40.665142,-73.99669
40.72998,-73.979256
40.62305,-74.02114
40.742847,-74.002106
40.75896,-73.82985
40.60457,-73.75355
40.904503,-73.896416
40.66901,-73.80265
40.60096,-73.74774
40.76506,-73.79863
40.56878,-74.10661
40.602154,-73.96921
40.715412,-73.912834
40.673565,-73.90788
40.700665,-73.925644
40.71543,-73.95387
40.824398,-73.909706
40.666153,-73.89542
40.745686,-73.97213
40.716267,-74.00132
40.741863,-73.90751
40.709362,-73.9943
40.75044,-73.9893
40.541862,-74.206024
40.73988,-73.99872
40.593052,-73.99627
40.82348,-73.911385
40.60998,-74.08512
40.74197,-73.84116
40.629986,-73.97157
40.85573,-73.910416
40.75232,-73.85959
40.701828,-73.74769
40.705887,-73.94297
40.626842,-74.075745
40.673107,-73.99959
40.70649,-73.80654
40.64927,-74.009674
40.608852,-74.15334
40.706375,-74.0057
40.65777,-73.93962
40.759697,-73.87761
40.589745,-74.09844
40.591263,-73.944016
40.667625,-73.990105
40.753242,-73.96662
40.607094,-73.99925
40.6209,-74.01758
40.75494,-73.932205
40.808224,-73.96652
40.68978,-73.965195
40.832764,-73.94583
40.607258,-74.11588
40.50737,-74.24253
40.541924,-74.18563
40.57323,-74.14702
40.57323,-74.14702
40.74128,-73.90257
40.702274,-73.81154
40.54307,-74.145164
40.744923,-73.83709
40.82831,-73.94315
40.847576,-73.90633
40.81693,-73.88617
40.679546,-74.004425
40.85675,-73.90606
40.76319,-73.80644
40.755375,-73.83527
40.76889,-73.9821
40.73328,-73.95213
40.6338,-73.8897
40.601006,-74.076454
40.742653,-73.998055
40.878742,-73.87255
40.824665,-73.902336
40.79297,-73.94367
40.87028,-73.878395
40.67626,-73.96223
40.613308,-74.08722
40.74608,-73.974945
40.638775,-73.9601
40.851,-73.8855
40.60063,-73.9831
40.62506,-74.13582
40.619587,-74.078064
40.88471,-73.83131
40.670685,-73.914505
40.652794,-73.946884
40.76275,-73.82523
40.824066,-73.908714
40.78324,-73.97455
40.586494,-74.092125
40.672565,-73.773735
40.668026,-73.88279
40.593872,-74.09981
40.838875,-73.90266
40.737354,-73.70819
40.702595,-73.8553
40.691803,-73.76375
40.60168,-74.1633
40.872578,-73.898895
40.70515,-74.015594
40.778812,-73.95609
40.744976,-73.748634
40.61964,-74.08254
40.59976,-73.903336
40.750717,-73.85877
40.7185,-73.73531
40.667767,-73.98865
40.665985,-73.863976
40.638554,-74.08174
40.639576,-73.998146
40.632088,-73.97433
40.758064,-73.97029
